filename,plate_text,plate_type
plate_0180.jpg,DL39SA5164,india_hsrp_private
plate_0181.jpg,GH344KL,foreign_eu_generic
plate_0182.jpg,GA33TN3593,india_hsrp_private
plate_0183.jpg,AB854MN,foreign_eu_generic
plate_0184.jpg,DL24PV5467,india_hsrp_commercial
plate_0185.jpg,GJ25DE2202,india_hsrp_private
plate_0186.jpg,AN65HL1228,india_hsrp_private
plate_0187.jpg,RJ12FC5989,india_hsrp_commercial
plate_0188.jpg,DN60ZH4099,india_hsrp_commercial
plate_0189.jpg,AN33HP8364,india_hsrp_private
plate_0190.jpg,MZ25JJ3762,india_old_private
plate_0191.jpg,PY13NM4399,india_hsrp_private
plate_0192.jpg,AP02WB1925,india_old_private
plate_0193.jpg,GJ54XF9624,india_hsrp_private
plate_0194.jpg,AS92BY5485,india_old_private
plate_0195.jpg,GA10DJ5314,india_hsrp_private
plate_0196.jpg,PB75BW3273,india_hsrp_commercial
plate_0197.jpg,AN81HC1207,india_hsrp_private
plate_0198.jpg,TS47RH9636,india_hsrp_commercial
plate_0199.jpg,TN81ET7965,india_hsrp_commercial
plate_0200.jpg,EF86KLM,foreign_uk_style
plate_0201.jpg,AR25TU8642,india_hsrp_private
plate_0202.jpg,TR74PC2298,india_hsrp_private
plate_0203.jpg,CA426ABC,foreign_us_generic
plate_0204.jpg,MZ36LH3783,india_old_private
plate_0205.jpg,TR25CG3116,india_hsrp_private
plate_0206.jpg,AR06CB2374,india_old_commercial
plate_0207.jpg,MN53ZA4242,india_old_private
plate_0208.jpg,AN62KP1229,india_hsrp_private
plate_0209.jpg,AS98HJ3113,india_old_private
plate_0210.jpg,JH47ZK8477,india_hsrp_private
plate_0211.jpg,ML97UT9979,india_hsrp_private
plate_0212.jpg,HR84UF2002,india_hsrp_commercial
plate_0213.jpg,EF11KLM,foreign_uk_style
plate_0214.jpg,SK16SS5925,india_hsrp_private
plate_0215.jpg,UP69PA6749,india_hsrp_private
plate_0216.jpg,CD481XY,foreign_eu_generic
plate_0217.jpg,TR15ZU8399,india_hsrp_commercial
plate_0218.jpg,TR45EB1567,india_hsrp_private
plate_0219.jpg,NL75BN6283,india_hsrp_private
plate_0220.jpg,ML72RF4709,india_hsrp_commercial
plate_0221.jpg,ML27AP2641,india_hsrp_private
plate_0222.jpg,SK01KL3251,india_old_commercial
plate_0223.jpg,AP99ZB1511,india_old_commercial
plate_0224.jpg,NL26UX5588,india_hsrp_private
plate_0225.jpg,RJ33UW8997,india_hsrp_private
plate_0226.jpg,19520,foreign_gulf_style
plate_0227.jpg,MP17GE3752,india_hsrp_private
plate_0228.jpg,UK92TE7307,india_old_private
plate_0229.jpg,79625,foreign_gulf_style
plate_0230.jpg,MZ56HV5331,india_old_private
plate_0231.jpg,JK12DY5795,india_hsrp_private
plate_0232.jpg,OR55RZ6631,india_old_private
plate_0233.jpg,SK95AS1010,india_hsrp_commercial
plate_0234.jpg,ML22XX5796,india_hsrp_private
plate_0235.jpg,GA14ZL8948,india_old_private
plate_0236.jpg,EF566XY,foreign_eu_generic
plate_0237.jpg,CD711MN,foreign_eu_generic
plate_0238.jpg,AR97NN8036,india_old_private
plate_0239.jpg,TS20FX5353,india_hsrp_private
plate_0240.jpg,UK31PG2141,india_hsrp_private
plate_0241.jpg,PB84ZB8178,india_hsrp_private
plate_0242.jpg,KA85ZV9985,india_hsrp_private
plate_0243.jpg,KL52FP1889,india_old_ev
plate_0244.jpg,DD18ZB3146,india_old_private
plate_0245.jpg,TS59AM4085,india_hsrp_commercial
plate_0246.jpg,UP22DG8797,india_old_commercial
plate_0247.jpg,CA524ABC,foreign_us_generic
plate_0248.jpg,TX171XYZ,foreign_us_generic
plate_0249.jpg,MH70EJ1500,india_hsrp_commercial
plate_0250.jpg,GJ01GJ3675,india_old_commercial
plate_0251.jpg,23191,foreign_gulf_style
plate_0252.jpg,JH67AJ5365,india_hsrp_private
plate_0253.jpg,PY70JB5855,india_hsrp_commercial
plate_0254.jpg,OR55JV4061,india_old_commercial
plate_0255.jpg,DD15HC4540,india_hsrp_private
plate_0256.jpg,DD67KC5243,india_hsrp_private
plate_0257.jpg,KA13WE4361,india_hsrp_private
plate_0258.jpg,AB19KLM,foreign_uk_style
plate_0259.jpg,BR81TG6809,india_hsrp_commercial
plate_0260.jpg,MP98RC4094,india_hsrp_private
plate_0261.jpg,DD25YY1895,india_hsrp_private
plate_0262.jpg,EF77XYZ,foreign_uk_style
plate_0263.jpg,35426,foreign_gulf_style
plate_0264.jpg,AS96EB3419,india_hsrp_private
plate_0265.jpg,MN90HK4379,india_old_ev
plate_0266.jpg,TS26WV4595,india_hsrp_private
plate_0267.jpg,MP27CE1281,india_hsrp_private
plate_0268.jpg,UK32WJ8796,india_hsrp_private
plate_0269.jpg,OR24YY9100,india_hsrp_ev
plate_0270.jpg,GJ85CU4003,india_old_private
plate_0271.jpg,GH745MN,foreign_eu_generic
plate_0272.jpg,JK89UP9626,india_hsrp_commercial
plate_0273.jpg,UP99ZK4395,india_hsrp_commercial
plate_0274.jpg,DN04WW5652,india_hsrp_private
plate_0275.jpg,UK95HS9207,india_hsrp_commercial
plate_0276.jpg,GH270MN,foreign_eu_generic
plate_0277.jpg,DD45VY6688,india_hsrp_private
plate_0278.jpg,JH45CZ6169,india_hsrp_private
plate_0279.jpg,AR62VV5605,india_hsrp_private
plate_0280.jpg,76383,foreign_gulf_style
plate_0281.jpg,AR47DM3882,india_hsrp_commercial
plate_0282.jpg,22622,foreign_gulf_style
plate_0283.jpg,25077,foreign_gulf_style
plate_0284.jpg,CD665MN,foreign_eu_generic
plate_0285.jpg,OR64UX9796,india_old_commercial
plate_0286.jpg,UP95UH6574,india_old_private
plate_0287.jpg,TR71SJ9401,india_old_private
plate_0288.jpg,MP78RP7023,india_hsrp_private
plate_0289.jpg,CH05AG6644,india_old_private
plate_0290.jpg,AB70KLM,foreign_uk_style
plate_0291.jpg,EF823MN,foreign_eu_generic
plate_0292.jpg,DL84KZ4248,india_hsrp_ev
plate_0293.jpg,AS85VJ2543,india_hsrp_private
plate_0294.jpg,UK32AF1940,india_hsrp_private
plate_0295.jpg,UK05TT4939,india_hsrp_private
plate_0296.jpg,79112,foreign_gulf_style
plate_0297.jpg,NL59BF8626,india_hsrp_ev
plate_0298.jpg,PY23LV1357,india_hsrp_ev
plate_0299.jpg,DD87GR1877,india_old_private
plate_0300.jpg,KL33WL3504,india_hsrp_private
plate_0301.jpg,DN83TZ7683,india_hsrp_ev
plate_0302.jpg,AN89MY1280,india_hsrp_private
plate_0303.jpg,MZ50NL4556,india_old_private
plate_0304.jpg,SK37DH7432,india_hsrp_private
plate_0305.jpg,ML02KV2695,india_hsrp_commercial
plate_0306.jpg,BR37TJ7757,india_hsrp_commercial
plate_0307.jpg,FL832MNP,foreign_us_generic
plate_0308.jpg,CH70VJ9449,india_hsrp_private
plate_0309.jpg,LD18BN6127,india_hsrp_private
plate_0310.jpg,AS44YB4912,india_hsrp_commercial
plate_0311.jpg,CH79VT6649,india_hsrp_commercial
plate_0312.jpg,HP48AX3537,india_hsrp_commercial
plate_0313.jpg,AP79HJ3959,india_hsrp_commercial
plate_0314.jpg,PY77EC7992,india_hsrp_private
plate_0315.jpg,GA51SJ3430,india_hsrp_commercial
plate_0316.jpg,PB76VE8284,india_hsrp_ev
plate_0317.jpg,TR03HZ3235,india_hsrp_commercial
plate_0318.jpg,GJ53EN2557,india_hsrp_private
plate_0319.jpg,HP46PJ8379,india_old_commercial
plate_0320.jpg,GJ08JS1296,india_hsrp_ev
plate_0321.jpg,KL14EZ4407,india_old_private
plate_0322.jpg,OR73GY9785,india_hsrp_ev
plate_0323.jpg,42324,foreign_gulf_style
plate_0324.jpg,TN69LR6787,india_old_private
plate_0325.jpg,HP59DW3865,india_hsrp_private
plate_0326.jpg,CD59KLM,foreign_uk_style
plate_0327.jpg,UK86TA2506,india_hsrp_private
plate_0328.jpg,JH28NL9133,india_hsrp_private
plate_0329.jpg,TN19DK5540,india_hsrp_private
plate_0330.jpg,SK64ST9903,india_hsrp_private
plate_0331.jpg,AN42HS3218,india_hsrp_ev
plate_0332.jpg,MN91HU1102,india_hsrp_private
plate_0333.jpg,DN46TU8496,india_old_commercial
plate_0334.jpg,PY43ZH5926,india_old_private
plate_0335.jpg,EF99XYZ,foreign_uk_style
plate_0336.jpg,MP05SS6909,india_old_private
plate_0337.jpg,TS59DC1751,india_hsrp_private
plate_0338.jpg,SK53JH4170,india_old_ev
plate_0339.jpg,AS53GV7720,india_hsrp_private
plate_0340.jpg,JK38UA7611,india_hsrp_private
plate_0341.jpg,WB70JL6177,india_hsrp_private
plate_0342.jpg,EF63KLM,foreign_uk_style
plate_0343.jpg,OR56VR8283,india_old_private
plate_0344.jpg,KL74AF1921,india_hsrp_private
plate_0345.jpg,BR44HA7184,india_hsrp_commercial
plate_0346.jpg,DD95DW5666,india_hsrp_commercial
plate_0347.jpg,PB45GD9271,india_hsrp_private
plate_0348.jpg,DD51YW4197,india_hsrp_private
plate_0349.jpg,AN99UX9952,india_hsrp_private
plate_0350.jpg,GA41EP6919,india_hsrp_private
plate_0351.jpg,TN89PP4175,india_hsrp_commercial
plate_0352.jpg,BR83AY5927,india_hsrp_private
plate_0353.jpg,ML99TL2211,india_hsrp_private
plate_0354.jpg,JK96JC5113,india_old_private
plate_0355.jpg,CA580XYZ,foreign_us_generic
plate_0356.jpg,UP39GU3181,india_hsrp_ev
plate_0357.jpg,SK22LG9029,india_hsrp_commercial
plate_0358.jpg,TR38FA3056,india_hsrp_private
plate_0359.jpg,HP90LV8238,india_hsrp_private
plate_0360.jpg,TS90BM7028,india_hsrp_private
plate_0361.jpg,MP23UX8570,india_old_private
plate_0362.jpg,37778,foreign_gulf_style
plate_0363.jpg,TS77AP8343,india_hsrp_private
plate_0364.jpg,AP51ZJ9658,india_hsrp_private
plate_0365.jpg,MP86JG5823,india_old_private
plate_0366.jpg,AB774XY,foreign_eu_generic
plate_0367.jpg,CD586KL,foreign_eu_generic
plate_0368.jpg,DL84GZ8025,india_hsrp_commercial
plate_0369.jpg,LD23YY3254,india_old_commercial
plate_0370.jpg,HP02DE9192,india_old_private
plate_0371.jpg,KL68LH9923,india_hsrp_ev
plate_0372.jpg,MZ94JC9622,india_hsrp_private
plate_0373.jpg,JK67CY4852,india_old_private
plate_0374.jpg,27342,foreign_gulf_style
plate_0375.jpg,AB35XYZ,foreign_uk_style
plate_0376.jpg,TN72FT1132,india_old_private
plate_0377.jpg,TR25JY9149,india_hsrp_ev
plate_0378.jpg,AB53ABC,foreign_uk_style
plate_0379.jpg,BR66NR1598,india_hsrp_private
plate_0380.jpg,DN75DP6344,india_hsrp_commercial
plate_0381.jpg,GH758MN,foreign_eu_generic
plate_0382.jpg,GA84ZY5721,india_hsrp_private
plate_0383.jpg,87931,foreign_gulf_style
plate_0384.jpg,DN03ZL5030,india_hsrp_commercial
plate_0385.jpg,JH84KV5286,india_hsrp_private
plate_0386.jpg,SK51GK8299,india_hsrp_private
plate_0387.jpg,TS56NY8181,india_old_ev
plate_0388.jpg,KA81KS1955,india_hsrp_private
plate_0389.jpg,AR95VW3599,india_hsrp_private
plate_0390.jpg,JK79UR9484,india_old_private
plate_0391.jpg,NL90WD4168,india_hsrp_private
plate_0392.jpg,PB92GT3741,india_hsrp_private
plate_0393.jpg,GH433MN,foreign_eu_generic
plate_0394.jpg,TN73SC1798,india_hsrp_private
plate_0395.jpg,BR46MT6229,india_old_private
plate_0396.jpg,37832,foreign_gulf_style
plate_0397.jpg,TS62BJ3737,india_hsrp_private
plate_0398.jpg,MN43HX4930,india_old_private
plate_0399.jpg,ML54AL8408,india_old_private
plate_0400.jpg,WB38FV1916,india_hsrp_commercial
plate_0401.jpg,ML10CP3770,india_hsrp_private
plate_0402.jpg,EF29KLM,foreign_uk_style
plate_0403.jpg,HR27GN8898,india_hsrp_ev
plate_0404.jpg,JH51MX4272,india_hsrp_ev
plate_0405.jpg,JH67JE9308,india_hsrp_private
plate_0406.jpg,AB539MN,foreign_eu_generic
plate_0407.jpg,CD160KL,foreign_eu_generic
plate_0408.jpg,HR17LJ6608,india_hsrp_private
plate_0409.jpg,MZ44AE4036,india_hsrp_commercial
plate_0410.jpg,AP07RX6024,india_old_private
plate_0411.jpg,ML16BK5122,india_hsrp_private
plate_0412.jpg,DL87WB1420,india_hsrp_commercial
plate_0413.jpg,MP16PH4939,india_old_commercial
plate_0414.jpg,KA23GZ9263,india_old_private
plate_0415.jpg,UP49PM5527,india_hsrp_private
plate_0416.jpg,AN67YF8995,india_hsrp_commercial
plate_0417.jpg,KL60RM1530,india_hsrp_private
plate_0418.jpg,24418,foreign_gulf_style
plate_0419.jpg,TR17GY5801,india_old_commercial
plate_0420.jpg,FL328MNP,foreign_us_generic
plate_0421.jpg,DN73WD8873,india_hsrp_commercial
plate_0422.jpg,MZ40YA7129,india_old_ev
plate_0423.jpg,GJ79AA6810,india_hsrp_private
plate_0424.jpg,EF13XYZ,foreign_uk_style
plate_0425.jpg,AN73GL4438,india_hsrp_private
plate_0426.jpg,PY55LA2620,india_hsrp_commercial
plate_0427.jpg,PY47KU3722,india_old_private
plate_0428.jpg,NY924XYZ,foreign_us_generic
plate_0429.jpg,TR87VR3707,india_hsrp_commercial
plate_0430.jpg,DL88KL1404,india_hsrp_private
plate_0431.jpg,JK50LN2774,india_hsrp_commercial
plate_0432.jpg,OR79LJ9147,india_hsrp_commercial
plate_0433.jpg,TS45YA7141,india_hsrp_private
plate_0434.jpg,CD589KL,foreign_eu_generic
plate_0435.jpg,NY143ABC,foreign_us_generic
plate_0436.jpg,FL701XYZ,foreign_us_generic
plate_0437.jpg,DD28CP4763,india_old_private
plate_0438.jpg,UP62GA2376,india_old_private
plate_0439.jpg,TR91RS3746,india_old_private
plate_0440.jpg,51606,foreign_gulf_style
plate_0441.jpg,TS40ZX7638,india_old_private
plate_0442.jpg,NL36RY9718,india_old_private
plate_0443.jpg,AN15SN4296,india_hsrp_private
plate_0444.jpg,AR78PA4663,india_old_commercial
plate_0445.jpg,HP98DP7868,india_old_commercial
plate_0446.jpg,AN44SM6306,india_hsrp_private
plate_0447.jpg,TR86NM8220,india_hsrp_private
plate_0448.jpg,DN78EV5120,india_hsrp_private
plate_0449.jpg,MH37TA3501,india_hsrp_private
plate_0450.jpg,KA56JE7365,india_old_private
plate_0451.jpg,AB157KL,foreign_eu_generic
plate_0452.jpg,AP33JZ8438,india_hsrp_private
plate_0453.jpg,GJ70ZC8945,india_hsrp_private
plate_0454.jpg,15793,foreign_gulf_style
plate_0455.jpg,BR79FC2037,india_hsrp_ev
plate_0456.jpg,RJ46WG4238,india_hsrp_private
plate_0457.jpg,MZ17CU2410,india_hsrp_commercial
plate_0458.jpg,MH45WA8900,india_hsrp_ev
plate_0459.jpg,13297,foreign_gulf_style
plate_0460.jpg,HR29AN1082,india_hsrp_ev
plate_0461.jpg,PY33HJ9597,india_hsrp_private
plate_0462.jpg,MH42UR7597,india_old_commercial
plate_0463.jpg,WB24LV8711,india_hsrp_private
plate_0464.jpg,GA76TR1088,india_hsrp_private
plate_0465.jpg,GA50TR1270,india_hsrp_commercial
plate_0466.jpg,NL01PS4666,india_hsrp_private
plate_0467.jpg,KL46KV4184,india_hsrp_commercial
plate_0468.jpg,GJ67JD9741,india_old_private
plate_0469.jpg,DN26NE4106,india_hsrp_private
plate_0470.jpg,PY59ST7631,india_old_private
plate_0471.jpg,UK36ZA8492,india_old_private
plate_0472.jpg,MP64WC3296,india_hsrp_private
plate_0473.jpg,DN52VV8448,india_hsrp_private
plate_0474.jpg,UP91EM2760,india_hsrp_commercial
plate_0475.jpg,EF271XY,foreign_eu_generic
plate_0476.jpg,TX806ABC,foreign_us_generic
plate_0477.jpg,ML86GA7278,india_hsrp_private
plate_0478.jpg,AB73ABC,foreign_uk_style
plate_0479.jpg,OR27LA4036,india_hsrp_commercial
plate_0480.jpg,EF10KLM,foreign_uk_style
plate_0481.jpg,AB435MN,foreign_eu_generic
plate_0482.jpg,RJ90UE9167,india_hsrp_private
plate_0483.jpg,BR09BX9459,india_old_commercial
plate_0484.jpg,CH81ZT3030,india_hsrp_commercial
plate_0485.jpg,NL36YS7517,india_old_commercial
plate_0486.jpg,DN83ME9950,india_hsrp_commercial
plate_0487.jpg,DN76VV1204,india_old_commercial
plate_0488.jpg,PY60CA5283,india_old_commercial
plate_0489.jpg,CD680MN,foreign_eu_generic
plate_0490.jpg,MP98MZ5870,india_hsrp_private
plate_0491.jpg,TR22VB3839,india_hsrp_commercial
plate_0492.jpg,WB72YW8830,india_old_private
plate_0493.jpg,RJ60RS7068,india_old_private
plate_0494.jpg,AN27KN1166,india_old_ev
plate_0495.jpg,EF79XYZ,foreign_uk_style
plate_0496.jpg,GH843MN,foreign_eu_generic
plate_0497.jpg,TN30KC4901,india_old_private
plate_0498.jpg,CD29XYZ,foreign_uk_style
plate_0499.jpg,DD19SE2765,india_hsrp_private
plate_0500.jpg,DN05JP9193,india_hsrp_private
plate_0501.jpg,WB48BT6874,india_old_commercial
plate_0502.jpg,AS82CP4474,india_hsrp_private
plate_0503.jpg,JH54NX1919,india_hsrp_commercial
plate_0504.jpg,TS26PB8203,india_hsrp_private
plate_0505.jpg,49110,foreign_gulf_style
plate_0506.jpg,DD12AN6341,india_hsrp_commercial
plate_0507.jpg,PB77AG6842,india_old_commercial
plate_0508.jpg,MN76DK3825,india_hsrp_commercial
plate_0509.jpg,LD65DF7941,india_hsrp_ev
plate_0510.jpg,AP70NC8451,india_hsrp_commercial
plate_0511.jpg,MZ66GW1896,india_old_commercial
plate_0512.jpg,JK33ED7721,india_hsrp_private
plate_0513.jpg,HR36BU7493,india_hsrp_private
plate_0514.jpg,HR85RA5347,india_hsrp_commercial
plate_0515.jpg,MZ84HF1091,india_old_private
plate_0516.jpg,DD99DK2804,india_hsrp_private
plate_0517.jpg,RJ10GS7063,india_old_private
plate_0518.jpg,UP01ZA2619,india_hsrp_private
